mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
MSTRG.14858.1	7427	408	1.0488	0.288644314637	0.658842440519221
MSTRG.14861.1	9022	696	0.6429	-0.0510608843619	0.635392800454387
MSTRG.14861.2	8974	696	0.6429	-0.0510608843619	0.635652578838993
MSTRG.14863.1	10612	459	0.9138	0.128559061188	0.511543492517767
MSTRG.14863.2	10568	459	0.9138	0.128559061188	0.511800364169826
MSTRG.14862.1	14019	1170	1.0513	0.34492073782	0.998049466548856
MSTRG.14865.1	10501	483	0.9699	0.290762589791	0.728983093704538
MSTRG.14865.2	9523	483	0.9699	0.290762589791	0.733473934305445
MSTRG.14865.3	9507	483	0.9699	0.290762589791	0.733547008944245
MSTRG.14864.1	4572	252	0.7697	-0.449220161244	0.0191386920744524
MSTRG.14864.2	3577	252	0.7697	-0.449220161244	0.019580024370701
MSTRG.14866.1	11691	738	0.519	0.12597010684	0.784065975441418
MSTRG.14867.1	5080	1017	1.0964	0.227236598664	0.992932666704932
MSTRG.14867.2	5070	1017	1.0964	0.227236598664	0.9929343061074
MSTRG.14867.3	4949	1017	1.0964	0.227236598664	0.992954112976877
MSTRG.14869.1	13680	822	0.8211	0.366593893354	0.967542812769662
MSTRG.14869.2	7152	822	0.8211	0.366593893354	0.972005748662554
MSTRG.14868.1	9883	339	0.9358	0.166650477372	0.352950863487199
MSTRG.14868.2	9916	339	0.9358	0.166650477372	0.35277479711254
MSTRG.14870.1	152252	984	1.1463	0.290404886895	0.83472281986127
MSTRG.14876.1	43964	720	0.7809	0.279190606077	0.820403696355013
MSTRG.14876.3	34394	720	0.7809	0.279190606077	0.851027807977721
MSTRG.14876.2	43852	720	0.7809	0.279190606077	0.820788943143798
MSTRG.14876.4	21036	720	0.7809	0.279190606077	0.886430810570925
MSTRG.14877.1	15843	1083	1.1464	0.435686821589	0.997795880477481
MSTRG.14871.1	498	174	0.9567	-0.532020489104	0.0121865035789841
MSTRG.14872.1	4654	195	0.5821	0.0289034498515	0.0604242044208193
MSTRG.14878.1	10369	480	0.9337	0.232673854485	0.660626146637145
MSTRG.14873.1	262	177	0.9345	0.626932587414	0.581541117534394
MSTRG.14874.1	365	114	0.7878	-0.202354644633	0.0220681599139375
MSTRG.14875.1	25277	537	0.4637	-0.318888353253	0.0831691551605054
MSTRG.14881.1	21519	558	0.5742	-0.211110994173	0.180265515763225
MSTRG.14881.2	20854	558	0.5742	-0.211110994173	0.182572910283159
MSTRG.14881.3	21397	558	0.5742	-0.211110994173	0.180687116755432
MSTRG.14881.4	20521	558	0.5742	-0.211110994173	0.183736933242591
MSTRG.14879.1	163	138	0.5786	-0.204420680834	0.0177947688573954
MSTRG.14880.3	2618	321	1.13	0.230468945813	0.513956337964084
MSTRG.14880.1	2925	321	1.13	0.230468945813	0.51216432258451
MSTRG.14880.2	2863	321	1.13	0.230468945813	0.512526254659068
MSTRG.14887.1	40074	516	0.9654	-0.00956747908792	0.331894875084372
MSTRG.14887.2	39449	516	0.9654	-0.00956747908792	0.335140850976381
MSTRG.14887.3	39426	516	0.9654	-0.00956747908792	0.335260603190161
MSTRG.14887.4	37862	516	0.9654	-0.00956747908792	0.343452880498696
MSTRG.14887.5	22832	369	0.9906	-0.124649568392	0.144152226533965
MSTRG.14888.1	25547	363	0.4757	-0.190582120998	0.0424887399164816
MSTRG.14888.2	25592	363	0.4757	-0.190582120998	0.0424459854406992
MSTRG.14888.3	24978	363	0.4757	-0.190582120998	0.0430329084399553
MSTRG.14888.4	25007	363	0.4757	-0.190582120998	0.0430050137547515
MSTRG.14888.5	21020	333	0.4884	-0.280189043426	0.0274232856732926
MSTRG.14888.6	24452	363	0.4757	-0.190582120998	0.0435418689347451
MSTRG.14888.7	24796	363	0.4757	-0.190582120998	0.0432083665333005
MSTRG.14888.8	16137	333	0.7152	-0.20321835967	0.0619204814044676
MSTRG.14889.1	13028	300	0.8524	-0.15090794686	0.0820770714607758
MSTRG.14889.2	15054	300	0.8524	-0.15090794686	0.0785805162625316
MSTRG.14889.3	15052	300	0.8524	-0.15090794686	0.0785838998004471
MSTRG.14889.5	13904	300	0.8524	-0.15090794686	0.0805481742357277
MSTRG.14889.4	17264	321	0.9177	-0.0825138470353	0.123378967018144
MSTRG.14889.6	15005	300	0.8524	-0.15090794686	0.0786634513136895
MSTRG.14885.1	26849	504	0.7316	0.18461514234	0.470505986481328
MSTRG.14885.2	26827	504	0.7316	0.18461514234	0.470634047128921
MSTRG.14885.3	21493	504	0.7316	0.18461514234	0.501757033482255
MSTRG.14885.4	21333	504	0.7316	0.18461514234	0.502691602760001
MSTRG.14885.5	21418	504	0.7316	0.18461514234	0.502195114757943
MSTRG.14882.1	257	147	0.4341	-0.333977604409	0.00860669228180153
MSTRG.14883.1	729	108	0.6605	-0.0407455470095	0.0317035214242542
MSTRG.14884.2	4339	165	0.9068	-0.240697564281	0.0307217836765263
MSTRG.14884.1	4413	165	0.9068	-0.240697564281	0.0306703397051589
MSTRG.14886.1	4854	315	0.4723	-0.283082254202	0.0334879762317791
MSTRG.14890.1	5214	819	0.717	-0.518311424475	0.440151338487338
MSTRG.14891.1	5798	747	1.01	0.213156503374	0.940573352960097
MSTRG.14892.1	3450	216	0.5364	-0.206481389765	0.0262950480132176
MSTRG.14892.2	3334	216	0.5364	-0.206481389765	0.0263645308022516
MSTRG.14893.1	652	138	0.7729	-0.245603884367	0.0212617860231448
MSTRG.14894.1	1053	246	0.8779	0.178727394196	0.244308066232124
MSTRG.14894.2	4137	333	0.7407	-0.0847107317084	0.129468705223471
MSTRG.14894.3	1204	321	0.6131	-0.0206743663619	0.130196725012604
MSTRG.14900.1	6962	444	1.0649	0.175711421286	0.621755699369499
MSTRG.14900.2	14712	444	1.0649	0.175711421286	0.578332172394975
MSTRG.14900.3	13569	444	1.0649	0.175711421286	0.584830789652329
MSTRG.14900.4	13426	420	0.9847	0.108889863945	0.437930422402038
MSTRG.14899.1	80736	1080	0.7316	-0.831140630598	0.202056947439489
MSTRG.14899.2	79952	1080	0.7316	-0.831140630598	0.205026469174288
MSTRG.14895.1	2425	174	0.8998	-0.167773546751	0.044925650235231
MSTRG.14896.1	4681	687	0.795	0.325803747193	0.918007826433054
MSTRG.14901.1	52543	573	0.5339	0.0860098162324	0.270648056006227
MSTRG.14901.2	16524	429	0.7972	0.116386947482	0.360072250459057
MSTRG.14898.1	15688	828	1.1258	0.4491690007	0.986553375364402
MSTRG.14897.1	436	93	0.6808	-0.370590127821	0.00791279576347004
MSTRG.14902.1	359	81	0.816	-0.404988260246	0.00811954975949375
MSTRG.14903.1	13611	447	0.6478	-0.220584921147	0.115817054872735
MSTRG.14903.2	8670	378	0.7806	-0.0796581528055	0.169105374439313
MSTRG.14904.1	4231	201	1.2299	-0.247684290522	0.0680552358730669
MSTRG.14911.1	12373	312	0.7603	0.0578847091069	0.163804948056995
MSTRG.14911.2	12209	312	0.7603	0.0578847091069	0.164330478634895
MSTRG.14911.3	12060	312	0.7603	0.0578847091069	0.164809115942838
MSTRG.14911.4	12079	312	0.7603	0.0578847091069	0.164748019464089
MSTRG.14911.5	11760	312	0.7603	0.0578847091069	0.165776208963905
MSTRG.14911.6	11526	312	0.7603	0.0578847091069	0.166533694069626
MSTRG.14911.7	11514	312	0.7603	0.0578847091069	0.166572614016927
MSTRG.14911.8	10493	270	0.4888	-0.249069726232	0.0253512387824751
MSTRG.14912.1	13707	363	0.8707	-0.647645866583	0.0184770638761602
MSTRG.14913.1	5191	324	0.5457	-0.0838578747329	0.0867167530388763
MSTRG.14912.2	7039	363	0.8707	-0.647645866583	0.0215250169473071
MSTRG.14905.1	6169	390	0.6663	-0.0523934770846	0.175368739714115
MSTRG.14905.2	2292	258	1.0962	0.18157437131	0.342102888960525
MSTRG.14906.1	2768	267	0.7963	0.149467805993	0.216002869024236
MSTRG.14907.1	2476	381	0.808	-0.149329397302	0.15982834066807
MSTRG.14908.1	2003	213	0.6599	-0.133213834968	0.0443475941717955
MSTRG.14909.1	1510	267	0.5943	0.0172724607523	0.101938490619038
MSTRG.14910.1	2821	201	0.8737	0.21702805293	0.206448780311356
MSTRG.14914.1	5206	438	1.0403	-0.106245658081	0.330971077416315
MSTRG.14915.1	210	117	0.7381	0.339980749055	0.162312879335301
MSTRG.14916.1	580	354	1.162	0.151593255966	0.51964574971694
MSTRG.14917.1	230	75	0.5595	-0.261306576807	0.00870435395676434
MSTRG.14918.1	1776	273	0.7629	-0.301225057375	0.041990465849509
MSTRG.14919.1	8912	252	1.0057	0.0239496850607	0.159136736414636
MSTRG.14919.2	8092	252	1.0057	0.0239496850607	0.161717225641509
MSTRG.14925.1	24911	669	0.9508	-0.19955015929	0.488714959678489
MSTRG.14925.2	24403	669	0.9508	-0.19955015929	0.491681127628203
MSTRG.14925.3	24625	669	0.9508	-0.19955015929	0.490384804513903
MSTRG.14920.1	359	102	0.7875	-0.242035303279	0.0172837682837182
MSTRG.14921.1	212	6	0.3299	-3.08031934683	3.43985442112046e-08
MSTRG.14922.1	1045	201	0.8619	-0.0700404908721	0.0758163097362939
MSTRG.14923.1	205	168	0.7547	-0.0361221298117	0.0584256755376755
MSTRG.14924.1	532	480	0.8655	0.217538045165	0.669783854382537
MSTRG.14928.1	22719	381	0.5374	-0.323956214662	0.0339054878337073
MSTRG.14928.2	9171	282	0.8935	-0.300240120982	0.0479553286540525
MSTRG.14926.1	3047	162	0.7061	-0.289198840926	0.017730351110607
MSTRG.14927.1	5984	261	1.1558	0.348122882054	0.518298026947832
MSTRG.14929.1	16319	1080	0.4008	-0.401695701052	0.781116771239466
MSTRG.14930.1	15856	519	0.7141	-0.0225205706456	0.346957082144975
MSTRG.14930.2	7547	321	0.5147	-0.122773897395	0.0661213093428687
MSTRG.14930.3	12410	519	0.7141	-0.0225205706456	0.365417445607741
MSTRG.14930.4	14635	519	0.7141	-0.0225205706456	0.353448866684925
MSTRG.14930.5	14162	519	0.7141	-0.0225205706456	0.355978458064213
MSTRG.14930.6	7005	321	0.5147	-0.122773897395	0.0669075914637843
MSTRG.14930.7	7535	321	0.5147	-0.122773897395	0.0661386244913103
MSTRG.14930.8	13928	519	0.7141	-0.0225205706456	0.357232873015181
MSTRG.14931.1	208	27	0.7092	-0.520003280281	0.00284216999823774
MSTRG.14936.1	84692	408	0.6411	-0.286922696985	0.0139454521117593
MSTRG.14936.2	84596	408	0.6411	-0.286922696985	0.0139763293577429
MSTRG.14936.3	78755	408	0.6411	-0.286922696985	0.0159873337169826
MSTRG.14932.1	1518	504	0.9499	0.0317481988336	0.563337880090802
MSTRG.14933.1	1295	162	1.0803	0.0984298937154	0.155392621403999
MSTRG.14934.1	14733	384	0.5274	-0.0478734782135	0.115958086225712
MSTRG.14934.2	12257	333	0.5432	-0.175408222425	0.0555404751886164
MSTRG.14935.1	550	321	0.9648	0.263260406833	0.482756420428593
MSTRG.14938.1	45275	1638	1.194	0.302855029196	0.999873867757323
MSTRG.14938.2	4378	348	0.9128	-0.178574334307	0.133917922405766
MSTRG.14938.3	8539	1638	1.194	0.302855029196	0.99994653229047
MSTRG.14937.1	12210	369	0.6488	0.0924263817204	0.21734899826344
MSTRG.14940.1	203	123	1.0533	0.270133830547	0.214663743736151
MSTRG.14941.1	7054	936	0.9777	0.0612737828599	0.968177565917159
MSTRG.14941.2	4123	936	0.9777	0.0612737828599	0.970221158806163
MSTRG.14942.1	13321	267	0.7318	-0.015700004458	0.0885939974775181
MSTRG.14943.1	34274	1023	0.8661	0.269259949571	0.982874027991794
MSTRG.14943.2	33717	1023	0.8661	0.269259949571	0.98309171964326
MSTRG.14943.4	33729	1023	0.8661	0.269259949571	0.983087058485737
MSTRG.14943.3	33729	1023	0.8661	0.269259949571	0.983087058485737
MSTRG.14943.5	33615	1023	0.8661	0.269259949571	0.983131288541497
MSTRG.14944.1	9827	2172	1.111	0.237772171063	0.99999822082017
MSTRG.14944.2	6569	2172	1.111	0.237772171063	0.99999835122857
MSTRG.14944.3	6150	2172	1.111	0.237772171063	0.99999836729095
MSTRG.14939.2	9616	294	0.8902	0.297603546683	0.383672101233915
MSTRG.14939.1	9616	294	0.8902	0.297603546683	0.383672101233915
MSTRG.14939.3	9523	294	0.8902	0.297603546683	0.384186055939217
MSTRG.14949.1	43576	543	0.5093	-0.0045868219059	0.195529910750642
MSTRG.14949.2	43337	543	0.5093	-0.0045868219059	0.196409781995698
MSTRG.14949.3	43157	543	0.5093	-0.0045868219059	0.197074419291829
MSTRG.14945.1	1428	267	0.6018	0.170990199209	0.177770144460313
MSTRG.14946.1	561	162	0.9819	-0.148373813107	0.0537672340020705
MSTRG.14947.1	244	63	0.6295	-0.341127580288	0.00657241286053437
MSTRG.14948.1	6900	264	0.7708	0.0401490386654	0.129918489310823
MSTRG.14948.2	6401	264	0.7708	0.0401490386654	0.131242113436502
MSTRG.14952.1	3983	213	0.8586	-0.0257987970964	0.0904706760793884
MSTRG.14953.1	6912	369	1.0237	0.298319430012	0.594262179744598
MSTRG.14950.1	356	81	1.0462	0.0403084977936	0.0719878776663587
MSTRG.14951.1	372	15	0.4456	-0.0600676281294	0.0103481717515711
MSTRG.14954.1	2907	426	0.5473	-0.504896937498	0.0361445561396266
MSTRG.14955.1	480	159	0.8482	-0.145308694336	0.0421403570684462
MSTRG.14956.1	938	207	1.0368	0.216397326899	0.277192996325701
MSTRG.14957.1	7587	300	0.4767	-0.0459867107821	0.0719537701913488
MSTRG.14958.1	34949	369	0.6565	-0.242410688791	0.0404213127026382
MSTRG.14959.1	10558	300	0.4402	-0.329939597072	0.020728514659783
MSTRG.14960.1	8987	297	0.4963	-0.312354963195	0.0249889348068254
MSTRG.14961.1	28907	420	0.5014	-0.274148385339	0.0441022873913988
MSTRG.14962.1	13383	771	0.8988	-0.0481108974146	0.814983210711903
MSTRG.14962.2	6375	498	1.186	0.248969534634	0.80614202272857
MSTRG.14963.1	10455	279	0.9329	0.179826818943	0.268163655688528
MSTRG.14964.1	32815	759	1.1695	0.269716361116	0.939628743838471
MSTRG.14964.2	13533	714	0.8669	0.0527434663155	0.805480085431646
MSTRG.14970.1	6527	264	1.1833	0.450535949332	0.634610207235766
MSTRG.14970.2	6451	264	1.1833	0.450535949332	0.635021862217871
MSTRG.14970.3	6351	264	1.1833	0.450535949332	0.635563212757183
MSTRG.14971.1	60415	378	1.1576	0.0398011703235	0.166386380358522
MSTRG.14971.2	51770	354	0.4705	-0.142289903019	0.0264687449398592
MSTRG.14971.3	13938	378	1.1576	0.0398011703235	0.37155861803235
MSTRG.14971.4	6020	276	0.8959	-0.0399639481372	0.131311433143592
MSTRG.14966.1	11227	402	0.4078	-0.381128845047	0.0321580189638346
MSTRG.14967.1	1039	228	0.829	-0.208473859723	0.050556346722898
MSTRG.14965.1	602	87	0.7425	-0.474007460707	0.00555998930178041
MSTRG.14968.1	205	27	0.4885	-0.625277460692	0.00122801338578187
MSTRG.14969.1	1068	192	0.6602	-0.14121386325	0.0379724198543669
MSTRG.14972.1	240	105	1.019	-0.221107718024	0.0293113118706857
MSTRG.14973.1	225	15	0.4051	-0.964190450029	0.000241368861807706
MSTRG.14974.1	1210	204	0.8634	-0.619348092114	0.00878519407934646
MSTRG.14975.1	305	111	1.0735	-0.337915246257	0.0211556369588844
MSTRG.14976.1	10251	273	0.9286	-0.759704653853	0.00745215883731746
MSTRG.14976.2	10070	273	0.9286	-0.759704653853	0.00748350448755405
MSTRG.14977.1	12428	273	0.9228	0.0236348993315	0.147954959362362
MSTRG.14978.1	29993	357	0.5605	-0.164186509899	0.0475773662867694
MSTRG.14980.1	14089	291	0.73	-0.0187601786787	0.100513175892569
MSTRG.14979.1	411	48	0.421	-0.664659295659	0.00106795198052241
MSTRG.14981.1	581	153	0.8919	-0.2572717118	0.0280355813825883
MSTRG.14982.1	209	0	0	0	0.00523005376228955
MSTRG.14983.1	222	108	0.9539	-0.212104692428	0.0275927290625027
MSTRG.14984.1	822	138	1.0398	0.398864082737	0.331358214270444
MSTRG.14985.1	9003	303	0.6827	-0.144026756916	0.0700301858780754
MSTRG.14986.1	4058	420	0.717	-0.0499788500386	0.235399037293005
MSTRG.14987.1	793	201	0.5365	-0.140555872867	0.0326672478747063
MSTRG.14988.1	264	234	0.894	0.0716425895119	0.16725044564511
MSTRG.14989.1	744	108	0.8588	-0.343836830645	0.0135214060717041
MSTRG.14990.1	324	33	0.7049	-0.42009496038	0.00441081926358681
MSTRG.14991.1	2817	282	0.699	-0.0665534327213	0.0956802963555174
MSTRG.14992.1	10267	456	0.5878	-0.0210318977107	0.234103601698698
MSTRG.14992.2	7017	366	0.772	-0.0597221615497	0.171584316371856
MSTRG.14993.1	55586	2412	0.7766	0.184054612129	0.999997872606089
MSTRG.14993.2	8714	339	0.6871	-0.334429088476	0.0435231169228884
MSTRG.14997.1	24970	369	0.4953	-0.542021510233	0.0114445449839129
MSTRG.14997.2	24565	369	0.4953	-0.542021510233	0.011552098345359
MSTRG.14997.3	24467	369	0.4953	-0.542021510233	0.0115782733503037
MSTRG.14997.4	11230	324	0.951	0.271379075758	0.428160859873819
MSTRG.14997.5	6149	288	0.5911	-0.0505549786291	0.0819622935531069
MSTRG.14994.1	8578	222	0.9125	0.366585970821	0.343935102407838
MSTRG.14994.2	7659	222	0.9125	0.366585970821	0.348796264370584
MSTRG.14995.1	4037	417	0.7605	0.0823822097057	0.359583476379657
MSTRG.14996.1	9741	402	1.047	0.373574791899	0.711907761426737
MSTRG.14996.2	9695	402	1.047	0.373574791899	0.712128142556655
MSTRG.15001.1	5342	297	0.8165	0.0248836612308	0.167345066948452
MSTRG.15001.2	5269	297	0.8165	0.0248836612308	0.167582864534005
MSTRG.15002.1	9180	378	0.7578	0.0684077265736	0.260970574645327
MSTRG.14998.1	324	198	1.2889	0.202025032784	0.354583545376904
MSTRG.15000.1	16556	678	0.7935	0.208805916653	0.830903337664796
MSTRG.14999.1	337	99	0.4468	-0.344832034778	0.00596665582699885
MSTRG.15003.1	8351	771	0.8204	0.305408603936	0.947839364110209
MSTRG.15003.2	8045	771	0.8204	0.305408603936	0.94819170990888
MSTRG.15004.1	61216	453	0.6492	-0.073977538915	0.0758847226157685
MSTRG.15004.2	14046	348	0.7459	-0.0686911267522	0.124142483987534
MSTRG.15004.3	10872	453	0.6492	-0.073977538915	0.210261658799653
MSTRG.15008.1	72301	966	0.8168	0.287311557988	0.938899236342452
MSTRG.15008.2	71273	966	0.8168	0.287311557988	0.940262701331853
MSTRG.15009.1	2680	363	0.6756	-0.192312915068	0.0983110277324335
MSTRG.15009.2	2949	363	0.6756	-0.192312915068	0.0977552834340299
MSTRG.15009.3	815	102	0.854	-0.346258017087	0.0126965115397389
MSTRG.15010.1	1278	438	0.5169	-0.0812564845489	0.184939182260326
MSTRG.15011.1	6466	573	1.1547	0.311598478809	0.896792420822216
MSTRG.15005.1	15884	732	1.1386	0.511954867009	0.979740169883053
MSTRG.15006.1	1846	414	0.8192	0.301311424385	0.612214700066147
MSTRG.15007.1	11837	504	1.2817	0.568386998547	0.943997753840856
MSTRG.15012.1	601	111	1.2768	0.372056727389	0.363415323454176
MSTRG.15013.1	635	402	1.3254	0.320598877701	0.805116311974879
MSTRG.15014.1	393	393	1.2888	0.763455409816	0.956968913609958
MSTRG.15015.1	652	411	1.2708	0.84259363813	0.971133237353857
MSTRG.15016.1	1417	258	0.6943	-0.239757379622	0.0429615234284391
MSTRG.15017.1	5970	381	1.053	0.583191156222	0.846759734393833
MSTRG.15019.1	364	0	0	0	0.00521124575514146
MSTRG.15020.1	219	99	0.7571	-0.175650050999	0.0209580910359843
MSTRG.15021.1	3598	180	0.7425	-0.287890696526	0.0213624784306797
MSTRG.15018.1	213	9	0.876	-2.52886890129	9.25051911620925e-07
MSTRG.15022.1	239	18	0.9879	0.17013659019	0.0700408992383954
MSTRG.15023.1	164	60	0.9385	0.0592040414562	0.0559013228682743
MSTRG.15024.1	164	60	0.9385	0.0699259512153	0.0582604093975535
MSTRG.15025.1	226	3	0.3299	0	0.00982149269611036
MSTRG.15026.1	221	165	0.7787	-0.061441230002	0.0541306205140767
MSTRG.15027.1	311	81	0.6483	-0.27582782521	0.0100706336311947
MSTRG.15028.1	295	66	0.5159	-0.163313391368	0.0111832330922244
MSTRG.15029.1	323	135	1.1628	0.488586319751	0.470917606011231
MSTRG.15030.1	334	18	0.3882	-0.318470372504	0.00333069743167494
MSTRG.15031.1	165	60	0.9385	0.0699259512153	0.0582591274799585
MSTRG.15033.1	1949	225	0.8895	-0.0268682427176	0.107102222954619
MSTRG.15033.2	1949	225	0.8895	-0.0268682427176	0.107102222954619
MSTRG.15034.3	1888	225	0.8895	-0.0268682427176	0.10723859755192
MSTRG.15034.1	1888	225	0.8895	-0.0268682427176	0.10723859755192
MSTRG.15034.2	1888	225	0.8895	-0.0268682427176	0.10723859755192
MSTRG.15034.4	1887	225	0.8895	-0.0268682427176	0.107240834473438
MSTRG.15033.3	1872	225	0.8895	-0.0268682427176	0.10727439322316
MSTRG.15033.4	1855	225	0.8895	-0.0268682427176	0.107312437642153
MSTRG.15032.1	282	78	0.5044	-0.25853015454	0.00811514212098845
MSTRG.15035.1	4029	510	0.7949	0.129891994143	0.587187885756386
MSTRG.15036.1	1958	219	0.9841	0.0366089172569	0.150748962186746
MSTRG.15037.1	1839	183	0.7678	0.181593632626	0.142432060074738
MSTRG.15038.1	1551	195	0.7939	0.0138742572897	0.0879365890180956
MSTRG.15039.1	4016	1488	0.8845	0.271194719685	0.999712665792461
MSTRG.15039.2	305	153	0.7494	-0.141096229871	0.0345754690577372
MSTRG.15040.1	26397	621	0.5532	-0.0162823810494	0.3973810240589
MSTRG.15040.2	11080	429	0.6868	-0.0475511230578	0.210248181674364
MSTRG.15041.1	2767	162	0.7292	-0.608866458353	0.00510686235004495
MSTRG.15041.2	2703	162	0.7292	-0.608866458353	0.00511446547665099
MSTRG.15041.3	836	162	0.7292	-0.608866458353	0.00534128774969443
MSTRG.15044.1	10757	381	0.937	0.165909111556	0.419645785134873
MSTRG.15044.2	8788	381	0.937	0.165909111556	0.43088959557639
MSTRG.15045.1	2773	186	0.4743	-0.0745257419583	0.0326603707377899
MSTRG.15042.1	217	0	0	0	0.00522908137591872
MSTRG.15043.1	768	171	0.8904	-0.224123891027	0.0359995824010081
MSTRG.15057.1	8420	684	0.8084	0.0757044885321	0.78733902216039
MSTRG.15058.1	16198	306	0.9964	0.257257867181	0.375514422523467
MSTRG.15058.2	3941	225	0.5261	-0.308556106521	0.0180793248267618
MSTRG.15058.3	3936	225	0.5261	-0.308556106521	0.0180813988484702
MSTRG.15059.1	69708	1656	0.7533	-0.0336520398544	0.998241757617397
MSTRG.15059.2	69527	1656	0.7533	-0.0336520398544	0.998249164552009
MSTRG.15046.1	5446	294	0.774	-0.133668393707	0.0865963236005786
MSTRG.15062.1	39128	438	0.5291	-0.143074758446	0.0692901050570452
MSTRG.15062.2	39146	438	0.5291	-0.143074758446	0.0692629881833366
MSTRG.15047.1	3793	891	1.3012	0.427236625106	0.994854980229535
MSTRG.15064.1	21930	3963	0.9765	-0.405779583908	0.999999999897352
MSTRG.15048.1	557	255	0.8255	-0.0228118681835	0.121947775344778
MSTRG.15049.1	2222	969	1.0342	0.209273539155	0.988754238621057
MSTRG.15063.1	17505	810	0.5157	0.0991216150535	0.825972227461637
MSTRG.15050.1	213	120	0.8471	-0.090774162262	0.0400030409572667
MSTRG.15051.1	236	105	0.518	-0.0201293885252	0.0263402584941093
MSTRG.15052.1	249	69	1.1247	0.0826529584928	0.0893556300954198
MSTRG.15053.1	231	81	0.7461	0.111504872594	0.0562186813131687
MSTRG.15054.1	860	120	0.6917	-0.48507921838	0.00609474953282359
MSTRG.15055.1	289	57	0.5484	-0.454164118246	0.00341687927978015
MSTRG.15056.1	555	87	0.6836	0.0282872345988	0.037637619382042
MSTRG.15060.1	719	255	0.9249	-0.0494890964856	0.129869750322391
MSTRG.15061.1	409	141	0.6936	-0.0922407156321	0.0348081188089025
MSTRG.15065.1	303	213	1.2604	0.501365318086	0.663880875552656
MSTRG.15066.1	3441	273	0.7286	-0.110753876615	0.0793389362791065
MSTRG.15067.1	1013	252	0.4242	-0.294525206258	0.0205600693228957
MSTRG.15069.1	12989	504	0.5258	-0.46035587042	0.0565732864333253
MSTRG.15068.1	7348	330	0.7196	-0.365626796628	0.0395397541047542
MSTRG.15070.1	15907	324	0.6492	-0.0919555013053	0.0797755944071692
MSTRG.15070.2	15628	324	0.6492	-0.0919555013053	0.0802554582189544
MSTRG.15070.3	7996	246	0.7144	-0.188987526657	0.0431527612618772
MSTRG.15112.1	198666	1275	0.9346	0.165082430927	0.849270531540482
MSTRG.15112.2	78645	1275	0.9346	0.165082430927	0.9893674520982
MSTRG.15112.3	78645	1275	0.9346	0.165082430927	0.9893674520982
MSTRG.15112.5	62071	1209	0.6064	-0.339765785865	0.854417045574691
MSTRG.15112.4	80275	1275	0.9346	0.165082430927	0.988959264535277
MSTRG.15112.6	176699	1275	0.9346	0.165082430927	0.903970695427742
MSTRG.15112.7	63316	1209	0.6064	-0.339765785865	0.85076126820731
MSTRG.15112.8	62004	1209	0.6064	-0.339765785865	0.854611659758793
MSTRG.15112.9	176001	1275	0.9346	0.165082430927	0.905377106896846
MSTRG.15112.11	176648	1275	0.9346	0.165082430927	0.904074085653622
MSTRG.15112.10	62462	1209	0.6064	-0.339765785865	0.853276998367268
MSTRG.15112.12	49383	1209	0.6064	-0.339765785865	0.88756681698279
MSTRG.15112.13	187226	1275	0.9346	0.165082430927	0.880395769716421
MSTRG.15112.14	47628	1209	0.6064	-0.339765785865	0.89159422281777
MSTRG.15112.16	40006	1275	0.9346	0.165082430927	0.995661741729367
MSTRG.15112.15	24320	414	0.5433	-0.0984544149013	0.0983216127471417
MSTRG.15112.17	17491	414	0.5433	-0.0984544149013	0.113401612875293
MSTRG.15112.18	90646	1275	0.9346	0.165082430927	0.985974400143
MSTRG.15071.1	22902	333	0.8008	-0.171475917307	0.0699749980785416
MSTRG.15087.1	133393	1293	0.992	0.250896359845	0.978988891430376
MSTRG.15087.2	13940	1293	0.992	0.250896359845	0.998684802884108
MSTRG.15072.1	26961	702	0.4643	-0.389116065905	0.177305766033208
MSTRG.15074.1	29426	594	0.4538	-0.0816565259666	0.243397433675315
MSTRG.15073.1	253	57	0.6533	-0.211992468445	0.0111010043896005
MSTRG.15075.1	2414	720	0.8589	0.200180320141	0.90985888832309
MSTRG.15075.3	48963	876	0.9324	-0.0155196093788	0.832696045174594
MSTRG.15075.2	2291	699	1.036	0.213054743713	0.927253086320962
MSTRG.15075.4	48963	876	0.9324	-0.0155196093788	0.832696045174594
MSTRG.15075.5	6050	522	0.77	0.16249239333	0.617442713590758
MSTRG.15075.6	6045	522	0.77	0.16249239333	0.617470307766365
MSTRG.15076.1	30736	1452	0.4814	-0.324828574135	0.983438573735348
MSTRG.15076.2	26181	1452	0.4814	-0.324828574135	0.98508565536934
MSTRG.15076.3	16594	432	0.632	-0.194905442102	0.105742486735617
MSTRG.15076.4	14931	1452	0.4814	-0.324828574135	0.988493363901376
MSTRG.15077.1	2430	300	0.846	0.132641823234	0.265136119254862
MSTRG.15078.1	85713	444	1.1214	0.413876207879	0.434338258778534
MSTRG.15088.1	22816	321	0.6689	-0.114451245223	0.0639352996683668
MSTRG.15089.1	58886	5460	0.4225	-0.29780016499	1
MSTRG.15079.1	251	21	0.8478	-0.669022517453	0.00191494147617332
MSTRG.15080.1	18543	1176	1.2864	0.475085423884	0.999211586321289
MSTRG.15086.1	156970	1464	1.2541	0.217188709922	0.992416846391361
MSTRG.15086.2	156548	1464	1.2541	0.217188709922	0.992490689451208
MSTRG.15083.1	3020	369	0.6354	-0.188314029649	0.0962858922512936
